Water Control Zone	River	Station	Dates	Sample No	5-Day Biochemical Oxygen Demand (mg/L)	Aluminium (?g/L)	Ammonia-Nitrogen (mg/L)	Anionic Surfactants (as Manoxol OT) (mg/L)	Antimony (?g/L)	Arsenic (?g/L)	Barium (?g/L)	Beryllium (?g/L)	Boron (?g/L)	Cadmium (?g/L)	Chemical Oxygen Demand (mg/L)	Chloride (mg/L)	Chlorophyll-?? (mg/m³)	Chromium (?g/L)	Conductivity (?S/cm)	Copper (?g/L)	Cyanide (mg/L)	Dissolved Oxygen (%saturation)	Dissolved Oxygen (mg/L)	Faecal Coliforms (counts/100mL)	Flow (m³/s)	Fluoride (mg/L)	Free Hydrogen Sulphide (mg/L)	Iron (?g/L)	Lead (?g/L)	Manganese (?g/L)	Mercury (?g/L)	Molybdenum (?g/L)	Nickel (?g/L)	Nitrate-Nitrogen (mg/L)	Nitrite-Nitrogen (mg/L)	Oil and Grease (mg/L)	Orthophosphate Phosphorus (mg/L)	pH	Phaeopigment (mg/m³)	Salinity (psu)	Silica (as SiO?) (mg/L)	Silver (?g/L)	Sulphide (mg/L)	Suspended solids (mg/L)	Thallium (?g/L)	Total Kjeldahl Nitrogen (mg/L)	Total Organic Carbon (mg/L)	Total Phosphorus (mg/L)	Total Solids (mg/L)	Total Volatile Solids (mg/L)	Turbidity (NTU)	Vanadium (?g/L)	Water Temperature (°C)	Zinc (?g/L)	??. ????????  (counts/100mL)
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	1/9/2023	1	0.3	<50	0.21	<0.05	<1	<1	22	<1	150	<0.1	7	480	0.7	<1	2294	<1	<0.01	95	9	2900	0.029	<0.2	<0.01	90	<1	90	<1	<2	1	0.22	0.012	<0.5	0.014	6.7	0.5	1.4	20	<1	<0.02	2.2	<1	0.33	1	0.04	1700	380	1	<2	17.3	<10	1400
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	2/13/2023	1	<0.1	<50	0.27	<0.05	<1	<1	27	<1	230	<0.1	15	1700	0.5	<1	4569	<1	<0.01	89	8	2400	0.129	<0.2	<0.01	120	<1	140	<1	<2	<1	0.28	0.01	<0.5	0.011	6.8	0.7	2.7	19	<1	<0.02	1.8	<1	0.36	4	0.06	4400	760	0.8	<2	19.8	10	1400
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	3/27/2023	1	0.8	<50	0.18	<0.05	<1	<1	30	<1	730	<0.1	13	12000	0.7	<1	7374	1	<0.01	91	8.1	9000	0.032	0.6	<0.01	80	<1	80	<1	2	2	0.23	0.007	<0.5	<0.002	7.1	0.3	4.6	7.8	<1	<0.02	1.7	<1	0.33	4	0.05	36000	13000	1.6	<2	19.8	<10	2600
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	4/21/2023	1	0.3	<50	0.074	<0.05	<1	1	24	<1	1700	<0.1	19	8500	1	1	14075	2	<0.01	91	7.5	4600	0.118	0.4	<0.01	90	<1	40	<1	4	3	0.27	0.011	<0.5	0.01	6.8	1.1	8.5	11	<1	<0.02	2.3	<1	0.26	5	0.03	21000	6100	2	3	22.9	<10	2100
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	5/3/2023	1	0.6	<50	0.19	0.1	<1	1	25	<1	1900	<0.1	21	13000	0.5	1	29800	3	<0.01	70	5.4	3200	0.06	0.7	<0.01	<50	<1	90	<1	7	4	0.17	0.014	<0.5	0.034	6.9	0.4	19	7.6	<1	<0.02	6.5	<1	0.26	3	0.05	30000	7600	1.2	3	23.5	<10	1700
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	6/5/2023	1	<0.1	<50	0.053	<0.05	<1	<1	33	<1	1100	<0.1	13	8200	0.4	<1	18490	2	<0.01	89	6.6	35000	0.152	0.4	<0.01	<50	<1	30	<1	4	2	0.15	0.007	<0.5	0.023	7.2	0.5	10.3	14	<1	<0.02	2.8	<1	0.17	4	0.04	17000	2600	0.7	<2	27.9	<10	22000
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	7/14/2023	1	<0.1	<50	0.095	<0.05	<1	<1	25	<1	2300	<0.1	8	6600	0.5	<1	13468	2	<0.01	96	7.2	5000	0.043	0.4	<0.01	<50	<1	80	<1	6	3	0.24	0.004	<0.5	0.024	6.7	0.8	7.2	17	<1	<0.02	6	<1	0.18	4	0.04	20000	9300	1.6	<2	28.2	<10	1300
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	8/21/2023	1	0.4	<50	0.13	0.22	<1	<1	26	<1	1200	<0.1	7	2700	0.9	<1	8530	1	<0.01	92	7.1	6600	0.029	0.2	<0.01	<50	<1	80	<1	3	3	0.29	0.005	<0.5	0.026	6.9	0.8	4.5	20	<1	<0.02	84	<1	0.35	2	0.04	10000	2400	1.8	<2	27.2	<10	1400
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	9/4/2023	1	0.4	<50	0.087	<0.05	<1	<1	26	<1	340	<0.1	8	1400	36	<1	4882	<1	<0.01	95	7.4	11000	0.121	<0.2	<0.01	<50	<1	40	<1	<2	1	0.54	0.006	<0.5	0.006	6.8	5	2.5	18	<1	<0.02	7.6	<1	0.21	2	0.04	3600	650	2.6	<2	27.1	<10	1800
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	10/5/2023	1	0.4	<50	0.071	<0.05	<1	<1	37	<1	240	<0.1	10	930	0.7	<1	3310	<1	<0.01	100	7.9	3200	0.72	<0.2	<0.01	50	<1	110	<1	<2	1	0.45	0.006	<0.5	0.019	7.2	<0.2	1.7	19	<1	<0.02	2.5	<1	0.29	2	0.04	2200	270	1.1	<2	26.7	<10	900
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	11/17/2023	1	0.1	<50	0.11	<0.05	<1	<1	20	<1	100	<0.1	6	430	0.6	<1	1401	<1	<0.01	99	9.3	1000	0.067	<0.2	<0.01	<50	<1	40	<1	<2	1	0.29	0.005	<0.5	0.007	7.2	<0.2	0.8	19	<1	<0.02	0.9	<1	0.16	1	0.03	1100	280	0.6	<2	18.2	<10	720
Tolo Harbour And Channel	Tai Po Kau Stream	TR14	12/9/2023	1	0.4	<50	0.094	<0.05	<1	<1	26	<1	100	<0.1	7	430	0.7	<1	1328	<1	<0.01	99	9.1	1600	0.008	<0.2	<0.01	<50	<1	40	<1	<2	<1	0.29	0.005	<0.5	0.013	7.1	0.4	0.8	20	<1	<0.02	0.8	<1	0.14	1	0.07	1000	290	2.3	<2	19.2	10	1100
Tolo Harbour And Channel	Fo Tan Nullah	TR17	1/6/2023	1	1.4	<50	0.048	<0.05	<1	<1	25	<1	370	<0.1	16	3100	11	<1	6207	3	<0.01	157	13	6000	0.039	<0.2	<0.01	<50	<1	30	<1	4	2	0.57	0.019	<0.5	0.011	9.6	7.7	3.5	13	<1	<0.02	8.6	<1	0.39	4	0.05	6600	1400	9.3	<2	23.5	<10	4900
Tolo Harbour And Channel	Fo Tan Nullah	TR17	2/10/2023	1	1.8	<50	0.2	<0.05	<1	<1	22	<1	390	<0.1	10	1800	14	<1	4717	3	<0.01	143	12.2	3200	0.018	0.6	<0.01	<50	<1	50	<1	3	2	0.7	0.1	<0.5	0.02	9	12	2.7	6.2	<1	<0.02	2.8	<1	0.93	4	0.11	4000	680	1.3	<2	22.7	<10	2100
Tolo Harbour And Channel	Fo Tan Nullah	TR17	3/2/2023	1	5.2	<50	0.065	<0.05	<1	<1	24	<1	360	<0.1	11	1700	7.9	<1	5550	2	<0.01	146	11.9	140000	0.003	0.7	<0.01	<50	<1	740	<1	5	2	0.008	0.006	<0.5	0.012	8.9	5.9	3	8.7	<1	<0.02	6	<1	0.6	5	0.08	4000	720	3.9	<2	24.9	<10	7700
Tolo Harbour And Channel	Fo Tan Nullah	TR17	4/19/2023	1	5.1	<50	0.023	0.06	<1	<1	13	<1	190	<0.1	17	830	5.1	<1	3243	5	<0.01	116	9.3	34000	0.005	0.4	<0.01	110	<1	<10	<1	3	2	1.2	0.033	<0.5	0.006	9.1	3.2	1.7	16	<1	<0.02	4.3	<1	0.52	8	0.06	1900	420	3.6	<2	26.2	10	10000
Tolo Harbour And Channel	Fo Tan Nullah	TR17	5/4/2023	1	2.4	<50	0.048	<0.05	<1	<1	17	<1	390	<0.1	12	2600	1.3	<1	7362	3	<0.01	147	10.4	21000	0.003	0.7	<0.01	<50	<1	<10	<1	5	2	0.31	0.043	<0.5	0.005	8.9	4	3.4	3.3	<1	<0.02	1.6	<1	0.49	6	0.03	5600	1100	2.2	<2	32.9	<10	1300
Tolo Harbour And Channel	Fo Tan Nullah	TR17	6/21/2023	1	22	<50	0.078	<0.05	<1	<1	14	<1	90	<0.1	5	290	1.8	<1	1124	2	<0.01	117	8.9	9300	0.187	0.4	<0.01	50	<1	160	<1	<2	1	0.84	0.01	<0.5	0.016	9.3	1	0.5	16	<1	<0.02	2.3	<1	0.26	2	0.03	630	160	2.4	<2	29.4	<10	2200
Tolo Harbour And Channel	Fo Tan Nullah	TR17	7/12/2023	1	<0.1	<50	0.036	<0.05	<1	<1	10	<1	170	<0.1	6	610	1.2	<1	2536	2	<0.01	147	10.4	22000	0.025	0.5	<0.01	<50	<1	10	<1	<2	1	0.58	0.017	<0.5	0.024	9.8	0.5	1.1	19	<1	<0.02	9.4	<1	0.34	3	0.04	1500	290	1	<2	33.5	<10	1400
Tolo Harbour And Channel	Fo Tan Nullah	TR17	8/9/2023	1	2.7	<50	0.16	0.12	<1	<1	30	<1	300	<0.1	12	1300	2.4	<1	4940	3	<0.01	134	9.6	120000	0.067	0.6	<0.01	120	<1	290	<1	3	2	0.46	0.029	<0.5	0.05	9.1	1.2	2.3	16	<1	<0.02	5.4	<1	0.62	5	0.08	2800	670	1.9	<2	32.5	<10	17000
Tolo Harbour And Channel	Fo Tan Nullah	TR17	9/18/2023	1	0.2	<50	0.025	<0.05	<1	<1	12	<1	60	<0.1	8	240	0.3	<1	994	<1	<0.01	103	8.1	48000	0.48	0.3	<0.01	<50	<1	10	<1	<2	1	0.58	0.004	<0.5	0.028	8	<0.2	0.5	21	<1	<0.02	2.9	<1	0.18	1	0.03	530	130	2.1	<2	27.9	<10	2900
Tolo Harbour And Channel	Fo Tan Nullah	TR17	10/6/2023	1	2.3	<50	0.034	<0.05	<1	<1	13	<1	80	<0.1	17	300	0.6	<1	1273	1	<0.01	118	9.4	14000	0.099	0.4	<0.01	<50	<1	<10	<1	2	1	0.66	0.02	<0.5	0.024	9.7	0.5	0.6	20	<1	<0.02	15	<1	0.33	3	0.03	1100	550	5.9	<2	26.7	<10	11000
Tolo Harbour And Channel	Fo Tan Nullah	TR17	11/1/2023	1	2.3	<50	0.078	0.05	<1	<1	18	<1	130	<0.1	6	440	1.3	<1	1966	2	<0.01	113	8.8	80000	0.048	0.6	<0.01	<50	<1	60	<1	2	1	0.94	0.014	<0.5	0.013	9	0.9	0.9	18	<1	<0.02	5.8	<1	0.37	3	0.03	1100	160	1.6	<2	27.9	<10	4400
Tolo Harbour And Channel	Fo Tan Nullah	TR17	12/6/2023	1	13	<50	0.099	0.08	<1	<1	34	<1	230	<0.1	18	1400	4.8	<1	3926	2	<0.01	110	9.7	45000	0.018	0.6	<0.01	100	<1	290	<1	5	2	0.44	0.034	<0.5	0.011	8.7	2.4	2.3	15	<1	0.08	7.1	<1	0.47	4	0.06	2600	370	2.7	<2	21.2	10	7500
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	1/6/2023	1	1.9	<50	0.43	<0.05	<1	<1	28	<1	1300	<0.1	22	6900	2.1	<1	19321	2	<0.01	89	7.3	790	null	<0.2	<0.01	<50	<1	180	<1	7	5	0.51	0.025	<0.5	<0.002	7.8	1.1	12.5	8.2	<1	<0.02	4.6	<1	0.56	4	0.06	24000	4400	4.1	<2	21	10	590
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	2/10/2023	1	2.3	<50	0.61	0.06	<1	<1	26	<1	1800	<0.1	36	7900	3.4	2	16708	3	<0.01	84	7	10000	null	0.7	<0.01	70	<1	210	<1	7	5	0.55	0.043	<0.5	<0.002	7.7	2.4	10.6	7.7	<1	<0.02	3.5	<1	0.83	6	0.08	17000	3000	2.4	<2	21.3	10	2500
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	3/2/2023	1	7.1	<50	0.21	0.09	<1	1	25	<1	2000	<0.1	24	12000	2.2	1	29785	3	<0.01	76	6	43000	null	0.8	<0.01	<50	<1	470	<1	8	5	0.37	0.023	<0.5	0.014	7.6	0.7	19.7	6	<1	<0.02	1.5	<1	0.47	4	0.05	31000	5600	2.1	3	22	20	2500
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	4/19/2023	1	6.8	<50	0.42	<0.05	<1	1	21	<1	1500	<0.1	34	6700	27	1	16651	2	<0.01	67	5.2	4800	null	0.7	<0.01	50	<1	110	<1	6	4	0.92	0.082	<0.5	0.006	7.8	39	9.6	8.9	<1	0.08	200	<1	2.1	6	0.39	13000	1700	25.6	3	25.8	20	1400
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	5/4/2023	1	1.3	<50	0.42	<0.05	<1	<1	26	<1	1100	<0.1	11	6900	1.2	<1	20392	2	<0.01	77	5.7	44000	null	0.8	<0.01	<50	<1	180	<1	7	3	0.8	0.032	<0.5	0.022	7.6	1.4	11.6	8.9	<1	<0.02	5.4	<1	0.59	4	0.06	17000	2900	4.4	<2	27.4	<10	2600
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	6/21/2023	1	0.9	<50	0.19	<0.05	<1	<1	27	<1	1600	<0.1	13	8800	1.8	2	24952	2	<0.01	90	6.2	12000	null	0.7	<0.01	<50	<1	80	<1	6	3	0.55	0.015	<0.5	0.024	7.9	0.7	13.5	10	<1	<0.02	3	<1	0.33	2	0.04	27000	6000	2.7	<2	30.6	<10	1400
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	7/12/2023	1	1.8	<50	0.16	<0.05	<1	1	18	<1	2600	<0.1	25	13000	3.8	<1	35046	3	<0.01	87	5.8	1800	null	0.8	<0.01	<50	<1	110	<1	8	4	0.42	0.013	<0.5	0.04	7.8	0.6	19.3	8	<1	<0.02	4.2	<1	0.37	4	0.07	30000	7400	1.5	<2	31.3	10	390
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	8/9/2023	1	1.8	<50	0.17	0.08	<1	2	17	<1	3500	<0.1	21	13000	2	1	42004	4	<0.01	80	5.2	18000	null	0.8	<0.01	<50	<1	<10	<1	9	7	0.32	0.01	<0.5	0.029	7.7	1.8	23.7	6.6	<1	<0.02	2.7	<1	0.67	4	0.07	38000	5600	1.7	3	31.1	10	4200
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	9/18/2023	1	0.1	<50	0.091	<0.05	<1	<1	27	<1	250	<0.1	9	920	0.5	<1	4055	<1	<0.01	91	6.8	24000	null	0.4	<0.01	<50	<1	110	<1	3	1	0.57	0.011	<0.5	0.021	7.4	<0.2	2	16	<1	<0.02	4.1	<1	0.33	2	0.03	3200	740	3.4	<2	29.7	<10	230
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	10/6/2023	1	1.8	<50	0.2	<0.05	<1	<1	42	<1	1700	<0.1	12	10000	3.4	1	25445	3	<0.01	98	6.9	1800	null	0.8	<0.01	<50	<1	110	<1	7	4	0.55	0.022	<0.5	0.006	8.1	0.4	14.2	8.8	<1	<0.02	4.8	<1	0.53	4	0.07	20000	3200	2.1	<2	29.2	<10	440
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	11/1/2023	1	2.2	<50	0.14	<0.05	<1	1	33	<1	1900	<0.1	7	8800	2.1	1	25654	3	<0.01	102	7.4	13000	null	0.7	<0.01	<50	<1	40	<1	8	5	0.44	0.018	<0.5	0.008	7.9	1.2	14.8	7.5	<1	<0.02	4.6	<1	0.34	3	0.04	25000	4600	3.3	5	27.7	<10	4300
Tolo Harbour And Channel	Fo Tan Nullah	TR17L	12/6/2023	1	1.1	<50	0.26	<0.05	<1	<1	26	<1	2500	<0.1	15	11000	2.6	1	28005	3	<0.01	68	5.3	1900	null	0.8	<0.01	<50	<1	30	<1	8	5	0.33	0.021	<0.5	0.019	7.5	2.4	18.1	5.1	<1	<0.02	3	<1	0.31	3	0.06	30000	6800	1.9	<2	22.9	20	230
Tolo Harbour And Channel	Tai Wai Nullah	TR19	1/6/2023	1	5.5	<50	0.055	0.05	<1	<1	32	<1	90	0.1	16	260	1.2	<1	913	6	<0.01	109	9.8	18000	0.036	0.5	<0.01	50	<1	150	<1	4	17	0.58	0.012	<0.5	0.006	7.4	0.7	0.5	22	<1	<0.02	1.6	<1	0.42	4	0.05	660	110	1.7	<2	20.4	20	2700
Tolo Harbour And Channel	Tai Wai Nullah	TR19	2/10/2023	1	3.5	<50	0.15	0.06	<1	<1	34	<1	160	0.1	14	460	3.8	<1	1671	7	<0.01	112	9.8	70000	0.069	0.7	<0.01	<50	<1	150	<1	5	20	0.73	0.016	<0.5	0.007	7.6	3.2	0.9	18	<1	<0.02	1.9	<1	0.43	6	0.04	1500	280	1.8	<2	21.4	10	3500
Tolo Harbour And Channel	Tai Wai Nullah	TR19	3/2/2023	1	23	<50	0.095	0.18	<1	<1	30	<1	150	<0.1	16	420	2.4	<1	1841	6	<0.01	128	11.2	1000000	0.046	0.7	<0.01	60	<1	130	<1	5	13	0.86	0.036	<0.5	0.005	7.8	1.4	1	17	<1	0.04	4.2	<1	1.2	7	0.14	1500	390	11.1	<2	22	10	23000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	4/19/2023	1	10	<50	0.22	0.09	<1	<1	18	<1	50	<0.1	31	200	3	<1	399	11	<0.01	102	8.4	110000	0.199	0.3	<0.01	70	<1	20	<1	3	4	1.5	0.07	<0.5	0.03	7.8	1.4	0.2	10	<1	<0.02	6.8	<1	1.2	13	0.14	390	54	8.1	<2	24.8	40	47000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	5/4/2023	1	5.7	<50	0.15	0.19	<1	<1	39	<1	160	<0.1	14	770	2.1	<1	2909	6	<0.01	143	11	190000	0.055	0.7	<0.01	50	<1	60	<1	6	11	0.74	0.015	<0.5	0.006	8	2	1.4	18	<1	<0.02	2.2	<1	0.64	4	0.04	2200	380	5.2	<2	28.6	<10	9000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	6/21/2023	1	2.4	<50	0.022	0.08	<1	<1	30	<1	100	0.1	9	320	1	<1	1267	3	<0.01	118	9	360000	0.189	0.4	<0.01	70	<1	90	<1	3	11	0.59	0.007	<0.5	0.006	7.4	1.2	0.6	18	<1	<0.02	3.1	<1	0.33	4	0.03	960	380	2.8	<2	28.8	10	11000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	7/12/2023	1	1	<50	0.035	0.09	<1	<1	21	<1	270	<0.1	12	1200	2.1	<1	4222	4	<0.01	142	10.5	31000	0.089	0.5	<0.01	<50	<1	40	<1	5	8	0.59	0.011	<0.5	0.019	8.5	1.4	2	20	<1	<0.02	5.5	<1	0.31	3	0.04	2900	650	3	<2	30.5	<10	1000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	8/9/2023	1	11	<50	0.013	0.13	<1	<1	22	<1	70	<0.1	17	210	0.4	<1	960	2	<0.01	110	8.5	450000	0.105	0.4	<0.01	50	<1	60	<1	3	5	1	0.005	<0.5	0.009	7.4	0.6	0.4	21	<1	<0.02	3.6	<1	0.35	4	0.03	740	330	2.4	<2	28.4	10	46000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	9/18/2023	1	0.6	<50	0.022	<0.05	<1	<1	21	<1	<50	<0.1	8	85	0.3	<1	432	1	<0.01	101	8	53000	0.701	0.3	<0.01	<50	<1	20	<1	3	4	0.57	0.005	<0.5	0.021	7.6	<0.2	0.2	20	<1	<0.02	2.9	<1	0.2	2	0.03	480	330	4.2	<2	27	<10	2000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	10/6/2023	1	1.1	<50	0.019	<0.05	<1	<1	16	<1	<50	<0.1	9	83	1.4	<1	447	<1	<0.01	108	8.6	13000	0.525	0.3	<0.01	<50	<1	20	<1	4	2	0.81	0.004	<0.5	0.026	7.8	1	0.2	19	<1	<0.02	2.6	<1	0.17	2	0.04	1100	860	3	<2	27.3	<10	2200
Tolo Harbour And Channel	Tai Wai Nullah	TR19	11/1/2023	1	1.5	<50	0.014	<0.05	<1	<1	26	<1	70	<0.1	4	200	0.3	<1	819	1	<0.01	111	9.1	27000	0.497	0.3	<0.01	<50	<1	20	<1	4	3	0.76	0.006	<0.5	0.01	7.9	0.3	0.4	19	<1	<0.02	2.2	<1	0.22	1	0.03	660	170	2	<2	25.3	<10	2000
Tolo Harbour And Channel	Tai Wai Nullah	TR19	12/6/2023	1	3.7	<50	0.013	0.07	<1	<1	36	<1	90	<0.1	6	370	4.4	<1	1317	<1	<0.01	104	9.1	63000	0.133	0.5	<0.01	<50	<1	10	<1	6	5	1	0.009	<0.5	0.015	7.4	3.5	0.7	18	<1	<0.02	3.3	<1	0.14	2	0.04	1200	430	4	<2	21.8	<10	2500
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	1/6/2023	1	1	<50	0.057	<0.05	<1	<1	28	<1	50	<0.1	12	46	6.3	<1	231	<1	<0.01	109	10.3	5000	0.008	0.8	<0.01	<50	<1	<10	<1	4	1	0.96	0.013	<0.5	0.014	7.9	2.6	0.1	23	<1	<0.02	2.5	<1	0.29	2	0.04	220	50	1.2	<2	18	<10	1900
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	2/10/2023	1	1.3	<50	0.049	<0.05	<1	<1	38	<1	740	0.2	14	2900	6.1	1	8514	1	<0.01	114	9.8	53	0.012	0.9	<0.01	<50	<1	<10	<1	7	2	0.71	0.009	<0.5	<0.002	7.9	3.6	5.2	20	<1	<0.02	4.2	<1	0.3	4	0.04	9700	3500	1.1	<2	21.2	20	30
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	3/2/2023	1	1.7	<50	0.14	<0.05	<1	<1	22	<1	290	<0.1	15	1300	1.7	<1	3444	<1	<0.01	117	10.4	10000	0.014	1	<0.01	<50	<1	<10	<1	6	<1	0.93	0.012	<0.5	0.01	8.1	1.4	2	22	<1	<0.02	2.2	<1	0.39	3	0.04	2900	540	1.1	<2	20.7	<10	9000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	4/19/2023	1	9	<50	0.17	0.07	<1	<1	15	<1	<50	<0.1	29	46	2.3	<1	397	9	<0.01	108	9	58000	0.061	0.5	<0.01	60	<1	<10	<1	3	2	1.3	0.064	<0.5	0.008	8.3	0.8	0.2	11	<1	<0.02	6	<1	1.1	14	0.1	240	46	7.4	<2	24.7	30	30000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	5/4/2023	1	5.3	<50	0.068	<0.05	<1	<1	21	<1	250	<0.1	18	1200	5.6	<1	4238	4	<0.01	120	8.9	<1	0.016	1	<0.01	60	<1	10	<1	6	1	1.3	0.012	<0.5	0.009	8.1	2.1	2	20	<1	<0.02	7.6	<1	0.78	9	0.08	2800	550	7.8	<2	30.3	10	<1
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	6/21/2023	1	2.1	<50	0.053	<0.05	<1	<1	22	<1	<50	<0.1	8	36	8.2	<1	254	1	<0.01	123	9.3	33000	0.03	0.7	<0.01	70	<1	<10	<1	4	1	0.87	0.016	<0.5	0.01	8.8	2.3	0.1	20	<1	<0.02	2.5	<1	0.27	2	0.03	140	81	1.7	<2	30.1	<10	10000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	7/12/2023	1	<0.1	<50	0.059	<0.05	<1	<1	25	<1	140	<0.1	12	410	14	<1	2155	2	<0.01	165	11.9	80000	0.017	0.8	<0.01	80	<1	<10	<1	5	1	0.94	0.014	<0.5	0.028	9.2	3	0.9	21	<1	<0.02	7.5	<1	0.66	6	0.06	1200	220	4	<2	32.5	<10	30000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	8/9/2023	1	1.4	<50	0.11	0.1	<1	<1	38	<1	410	0.2	18	1900	1.6	<1	7286	2	<0.01	112	8.4	64000	0.026	0.8	<0.01	<50	<1	10	<1	5	2	1.1	0.011	<0.5	0.074	7.7	1.5	3.7	20	<1	<0.02	2.8	<1	0.27	3	0.18	4300	620	1.3	<2	28.9	20	53000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	9/18/2023	1	0.4	<50	0.024	<0.05	<1	<1	21	<1	60	<0.1	8	160	2.2	<1	844	<1	<0.01	105	8.5	26000	0.25	0.4	<0.01	<50	<1	<10	<1	3	1	0.58	0.007	<0.5	0.025	7.7	0.3	0.4	21	<1	<0.02	4.8	<1	0.17	2	0.03	560	150	5.7	<2	26.4	<10	8000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	10/6/2023	1	0.4	<50	0.048	<0.05	<1	<1	25	<1	<50	<0.1	6	150	0.5	<1	370	<1	<0.01	101	8.1	13000	0.058	0.6	<0.01	<50	<1	<10	<1	4	<1	1.1	0.008	<0.5	0.028	7.6	0.4	0.2	20	<1	<0.02	1.6	<1	0.32	3	0.03	320	56	1.3	<2	26.9	<10	10000
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	11/1/2023	1	0.4	<50	0.054	<0.05	<1	<1	35	<1	560	0.4	12	2400	0.4	<1	7683	1	<0.01	101	8.2	19	0.175	0.6	<0.01	<50	<1	<10	<1	5	2	1	0.01	<0.5	0.016	7.5	<0.2	4.3	18	<1	<0.02	3	<1	0.2	2	0.04	6200	1300	1.4	<2	24.7	30	6
Tolo Harbour And Channel	Tai Wai Nullah	TR19A	12/6/2023	1	0.8	<50	0.088	<0.05	<1	<1	24	<1	150	<0.1	4	490	0.5	<1	1937	<1	<0.01	105	9.1	9800	0.021	0.8	<0.01	<50	<1	10	<1	7	1	1.4	0.028	<0.5	0.025	7.5	0.6	1.1	20	<1	<0.02	16	<1	0.17	1	0.03	1300	220	17	<2	22	<10	6700
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	1/6/2023	1	2.8	<50	0.007	<0.05	<1	<1	30	<1	70	0.1	8	200	2.2	<1	698	7	<0.01	116	10.4	4900	0.024	0.5	<0.01	<50	<1	80	<1	4	20	0.62	0.009	<0.5	0.005	7.4	1.2	0.4	23	<1	<0.02	2.1	<1	0.38	3	0.04	550	120	1.5	<2	20.7	20	170
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	2/10/2023	1	2.1	<50	0.81	<0.05	<1	<1	31	<1	170	0.2	19	<10	6.1	<1	1470	11	<0.01	112	9.9	21000	0.026	0.2	<0.01	<50	<1	120	<1	5	21	0.82	0.026	<0.5	0.066	7.5	4	0.8	19	<1	<0.02	3.8	<1	1.6	5	0.1	1600	350	6.2	<2	21	30	1200
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	3/2/2023	1	7.5	<50	0.013	0.11	<1	<1	23	<1	120	0.1	9	340	2.5	<1	1307	8	<0.01	127	11.2	27000	0.032	0.6	<0.01	<50	<1	70	<1	4	13	0.98	0.11	<0.5	0.005	7.7	1.5	0.7	18	<1	<0.02	4.7	<1	0.57	3	0.05	1200	330	3.5	<2	21.5	10	6400
Tolo Harbour And Channel	Tai Wai Nullah	TR19C	4/19/2023	1	7.1	<50	0.099	0.05	<1	<1	29	<1	90	<0.1	30	260	3.2	<1	976	10	<0.01	104	8.6	48000	0.046	0.4	<0.01	80	<1	50	<1	4	5	1.3	0.042	<0.5	0.012	7.7	0.9	0.5	14	<1	<0.02	4	<1	1.1	11	0.13	920	380	5.7	<2	24.6	40	33000
