"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-𝘢 (mg/m³)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (mg/m³)","Salinity (psu)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)","𝐸. 𝑐𝑜𝑙𝑖  (counts/100mL)"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2022-08-24","1","0.4","<50","0.019","<0.05","<1","<1","15","<1","210","<0.1","6","740","0.5","<1","3163","1","<0.01","104","7.7","940","0.057","0.6","<0.01","<50","<1","40","<1","4","4","0.25","0.01","<0.5","<0.002","8.4","0.2","1.5","14","<1","<0.02","2.1","<1","0.15","1","<0.02","1600","270","2","<2","31.1","10","480"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2022-09-15","1","0.5","<50","<0.005","<0.05","<1","<1","4","<1","<50","<0.1","4","20","0.7","<1","651","<1","<0.01","104","7.9","2400","0.019","0.9","<0.01","<50","<1","<10","<1","6","<1","0.18","<0.002","<0.5","0.004","8.5","0.6","0.3","20","<1","<0.02","1.4","<1","<0.05","<1","0.02","120","30","1.1","<2","29.7","<10","230"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2022-10-12","1","0.3","<50","0.007","<0.05","<1","<1","4","<1","<50","<0.1","4","<10","0.6","<1","798","<1","<0.01","102","8.3","1800","0.023","0.9","<0.01","<50","<1","<10","<1","6","<1","0.18","<0.002","<0.5","0.005","8.3","<0.2","0.4","22","<1","<0.02","2.3","<1","0.06","<1","0.03","18000","2700","0.4","<2","25.6","<10","60"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2022-11-16","1","0.5","<50","<0.005","<0.05","<1","<1","4","<1","<50","<0.1","3","15","0.3","<1","493","<1","<0.01","104","8.5","1400","0.032","0.9","<0.01","<50","<1","<10","<1","5","<1","0.15","<0.002","<0.5","0.006","8.7","<0.2","0.2","22","<1","<0.02","0.6","<1","0.09","<1","<0.02","120","32","0.5","<2","25.3","<10","20"
"Tolo Harbour And Channel","Siu Lek Yuen Nullah","TR23L","2022-12-07","1","0.4","<50","0.007","<0.05","<1","<1","4","<1","<50","<0.1","3","<10","0.2","<1","253","<1","<0.01","105","9.4","1900","0.011","1.1","<0.01","<50","<1","<10","<1","7","1","0.13","0.005","<0.5","<0.002","8.9","<0.2","0.1","11","<1","<0.02","<0.5","<1","0.1","<1","0.02","130","64","0.3","<2","20.8","<10","50"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-01-12","1","1","<50","0.22","<0.05","<1","1","20","<1","50","<0.1","7","24","0.6","<1","372","<1","<0.01","101","9.3","3400","0.046","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.65","0.006","<0.5","0.02","7.9","0.5","0.2","13","<1","<0.02","1.6","<1","0.43","1","0.05","180","130","1","<2","19.5","<10","1500"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-02-17","1","2.2","<50","0.2","0.1","<1","1","21","<1","65","<0.1","6","12","0.6","1","158","<1","<0.01","94","8.8","6600","0.044","0.2","<0.01","112","<1","<10","<1","<2","<1","0.85","0.009","<0.5","0.016","7.8","<0.2","0.1","12","<1","<0.02","2","<1","0.44","2","0.06","160","58","1.8","<2","18.6","<10","2600"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-03-02","1","1","<50","0.22","<0.05","<1","1","18","<1","<50","<0.1","3","6600","6.7","<1","552","<1","<0.01","93","8.2","3700","0.042","0.4","<0.01","<50","<1","<10","<1","<2","<1","0.53","0.048","<0.5","0.049","7.9","0.8","0.3","8.3","<1","<0.02","2.2","<1","0.23","1","0.05","15000","3600","0.8","<2","21.5","<10","2300"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-04-06","1","2.9","<50","0.31","<0.05","<1","1","18","<1","<50","<0.1","5","31","0.3","<1","566","<1","<0.01","99","8.2","4600","0.013","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.36","0.006","<0.5","0.008","7.5","1.4","0.3","13","<1","<0.02","11","<1","0.51","1","0.06","130","48","1.5","<2","25","<10","2800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-05-12","1","1.2","<50","0.11","<0.05","2","1","16","<1","<50","<0.1","11","<10","1","<1","138","1","<0.01","87","7.4","37000","0.228","<0.2","<0.01","68","<1","<10","<1","<2","<1","1","0.007","<0.5","0.08","7.1","1.3","0.1","7.9","<1","<0.02","14","<1","0.49","4","0.1","150","57","12.7","<2","23.8","11","15000"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-06-10","1","1.3","<50","0.03","<0.05","<1","1","21","<1","<50","<0.1","8","<10","0.4","<1","191","<1","<0.01","97","7.9","26000","0.038","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.004","<0.5","0.034","7.7","0.5","0.1","13","<1","<0.02","5.4","<1","0.16","2","0.04","120","56","4.8","<2","26","11","4800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-07-21","1","0.5","<50","0.049","<0.05","<1","2","16","<1","<50","<0.1","7","<10","1.1","<1","179","<1","<0.01","102","7.7","13000","0.14","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.56","<0.002","<0.5","0.023","7.7","0.8","0.1","16","<1","<0.02","2.3","<1","0.19","1","0.05","120","58","3.9","<2","30.1","<10","2500"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-08-15","1","1.5","<50","0.084","<0.05","<1","1","18","<1","<50","<0.1","10","19","2","<1","338","<1","<0.01","98","7.5","15000","0.069","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.64","0.002","<0.5","0.025","7.4","0.7","0.2","15","<1","<0.02","6.6","<1","0.13","2","0.07","94","48","4.9","<2","28.9","<10","1700"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-09-08","1","0.4","<50","0.013","<0.05","<1","1","12","<1","<50","<0.1","8","26","0.8","<1","202","<1","<0.01","102","7.9","31000","0.052","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.14","<0.002","<0.5","0.01","7.5","<0.2","0.1","17","<1","<0.02","4.4","<1","0.17","3","0.03","49","1.5","2.2","<2","28.6","<10","1400"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-10-13","1","0.4","<50","0.11","<0.05","<1","2","17","<1","<50","<0.1","4","<10","0.5","<1","467","<1","<0.01","101","8.3","5900","0.063","<0.2","<0.01","90","<1","<10","<1","<2","<1","0.37","0.003","<0.5","0.027","7.7","1.6","0.2","19","<1","<0.02","1.8","<1","0.23","<1","0.06","100","14","1.1","<2","25.3","<10","600"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-11-09","1","5.4","<50","0.065","<0.05","<1","2","21","<1","<50","<0.1","10","<10","4.8","<1","343","<1","<0.01","90","7.4","33000","0.04","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.54","0.018","<0.5","0.024","7.4","2","0.2","16","<1","<0.02","9.3","<1","0.41","2","0.1","130","17","2.5","<2","25.7","<10","800"
"Tolo Harbour And Channel","Shan Liu Stream","TR4","2022-12-08","1","0.5","<50","0.066","<0.05","<1","1","16","<1","<50","<0.1","<2","18","0.5","<1","208","<1","<0.01","99","8.7","2900","0.017","<0.2","<0.01","<50","<1","<10","<1","<2","2","0.31","0.003","<0.5","0.027","7.4","<0.2","0.1","20","<1","<0.02","1.4","<1","0.18","<1","0.05","370","42","0.8","<2","22.1","<10","870"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-01-12","1","1.3","<50","0.65","<0.05","<1","1","23","<1","1493","<0.1","5","5700","1","2","20281","3","<0.01","79","6.7","4900","null","0.4","<0.01","<50","<1","77","<1","5","4","0.71","0.043","<0.5","0.038","7.3","1.3","13.9","10","<1","<0.02","5.9","<1","0.8","2","0.07","19000","9100","4.5","<2","19.1","14","3400"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-02-17","1","1.5","<50","0.39","0.05","<1","2","20","<1","2291","<0.1","14","12000","0.5","2","29379","4","<0.01","90","7.4","4500","null","0.6","<0.01","119","<1","54","<1","7","7","0.45","0.029","<0.5","<0.002","7.6","0.8","21.2","6.2","<1","<0.02","4.6","<1","0.53","3","0.06","25000","5300","2.2","<2","18.3","11","2800"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-03-02","1","2.5","<50","0.67","<0.05","<1","2","23","<1","1820","<0.1","16","2800","0.6","1","24075","3","<0.01","92","7.2","3500","null","0.3","<0.01","<50","<1","85","<1","6","5","0.56","0.023","<0.5","0.071","7.4","0.3","15.2","9.9","<1","<0.02","4.8","<1","0.77","3","0.11","17000","3800","3.4","<2","23.3","13","1900"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-04-06","1","2.6","<50","0.58","0.07","<1","14","17","<1","3664","<0.1","10","22000","0.7","2","40202","4","<0.01","84","6.1","21000","null","0.7","<0.01","<50","<1","41","<1","9","8","0.17","0.022","<0.5","<0.002","7.7","0.4","26.1","2.9","<1","<0.02","12","<1","0.78","2","0.08","42000","7100","1.5","<2","24.2","13","10000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-05-12","1","2.2","<50","1","0.06","<1","2","16","<1","328","<0.1","34","1000","2.9","2","3948","1","<0.01","70","5.8","52000","null","0.2","<0.01","110","<1","59","<1","2","1","0.43","0.065","<0.5","0.11","7.1","5.7","2.1","6.1","<1","<0.02","29","<1","1.9","6","0.2","2600","490","18.5","<2","24.4","11","31000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-06-10","1","0.8","<50","0.73","<0.05","<1","2","22","<1","226","<0.1","20","740","0.5","<1","2882","<1","<0.01","57","4.5","19000","null","0.2","<0.01","113","<1","138","<1","3","<1","0.44","0.096","<0.5","0.11","7.2","3.4","1.4","14","<1","<0.02","18","<1","1.3","5","0.16","1600","320","8","<2","26.9","<10","7100"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-07-21","1","1.3","<50","0.31","0.09","<1","2","26","<1","410","<0.1","12","1600","1.1","<1","5819","<1","<0.01","84","6.2","32000","null","0.2","<0.01","<50","<1","90","<1","2","1","0.72","0.028","<0.5","0.041","7.4","1.6","2.8","17","<1","<0.02","11","<1","0.88","2","0.11","3300","560","7.7","<2","30.2","<10","8000"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-08-15","1","1.3","<50","0.079","0.08","<1","10","9","<1","3600","<0.1","14","14000","1.4","1","42521","3","<0.01","104","6.8","1900","null","0.6","<0.01","<50","<1","10","<1","9","5","0.037","0.008","<0.5","0.02","8.2","0.9","24","1.6","<1","<0.02","3.6","<1","0.25","3","0.05","30000","7100","1.5","<2","31.3","<10","80"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-09-08","1","3.3","<50","0.31","<0.05","<1","2","20","<1","3100","<0.1","13","14000","2.4","2","40956","3","<0.01","77","5","5000","null","0.7","<0.01","60","<1","60","<1","8","6","0.16","0.019","<0.5","<0.002","7.6","1.9","23.1","4.1","<1","<0.02","8.2","<1","0.59","4","0.07","32000","6800","3.4","2","30.9","20","2500"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-10-13","1","0.6","<50","0.063","<0.05","<1","2","10","<1","4900","<0.1","9","20000","1.7","2","49958","5","<0.01","87","5.8","100","null","0.8","<0.01","70","<1","10","<1","11","7","<0.002","<0.002","<0.5","<0.002","7.9","0.2","30.8","1","<1","<0.02","4.3","<1","0.11","2","0.04","53000","20000","1","3","27.7","<10","51"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-11-09","1","7.4","<50","0.79","<0.05","<1","2","18","<1","2600","<0.1","12","15000","0.2","1","34317","3","<0.01","75","5.5","6900","null","0.7","<0.01","<50","<1","80","<1","8","4","0.19","0.034","<0.5","0.065","7.1","0.5","21.8","6.2","<1","<0.02","2.9","<1","0.82","2","0.13","31000","6400","2.3","4","24.5","<10","2900"
"Tolo Harbour And Channel","Tung Tze Stream","TR6","2022-12-08","1","3.1","<50","0.35","<0.05","<1","1","23","<1","1800","<0.1","12","14000","0.9","<1","20876","2","<0.01","88","7.3","21000","null","0.5","<0.01","<50","<1","60","<1","5","4","0.36","0.021","<0.5","0.046","7.3","<0.2","13.7","5.7","<1","<0.02","3","<1","0.6","3","0.08","27000","2900","2.2","<2","21","10","16000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-01-17","1","7.3","<50","4.8","0.39","2","<1","21","<1","104","<0.1","17","110","6.1","<1","553","3","<0.01","28","2.6","270000","null","0.4","<0.01","231","<1","138","<1","4","2","0.41","0.11","<0.5","0.21","7.3","11","0.3","9.2","<1","<0.02","1.4","<1","6","6","0.51","1500","870","3.6","<2","19.4","14","100000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-02-21","1","6.2","62","0.75","<0.05","<1","<1","10","<1","<50","<0.1","14","39","2.3","<1","135","3","<0.01","98","10.3","90000","null","0.2","<0.01","<50","<1","36","<1","2","<1","0.95","0.033","<0.5","0.086","7.4","1.4","0.1","8.7","<1","<0.02","26","<1","1.6","7","0.17","250","85","26.9","<2","13.2","24","46000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-04-25","1","8.5","<50","1.5","<0.05","<1","<1","18","<1","76","<0.1","14","170","1.3","<1","663","2","<0.01","83","6.4","47000","null","0.4","<0.01","263","<1","151","<1","2","2","0.74","0.12","<0.5","0.17","7.5","4.1","0.3","14","<1","0.03","18","<1","1.2","3","0.17","470","160","6","<2","28.5","<10","12000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-05-13","1","5.8","61","0.63","<0.05","<1","<1","13","<1","<50","<0.1","12","22","0.8","<1","210","2","<0.01","105","8.6","28000","null","0.3","<0.01","74","<1","27","<1","2","<1","0.72","0.034","<0.5","0.074","7.4","<0.2","0.1","10","<1","<0.02","15","<1","2","4","0.13","210","81","16.4","<2","25.6","<10","14000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-06-23","1","2.3","155","1","0.1","<1","<1","10","<1","<50","<0.1","8","35","1.1","1","299","2","<0.01","135","10","84000","null","0.3","<0.01","91","<1","<10","<1","3","<1","0.75","0.13","<0.5","0.13","9.1","1.5","0.1","13","<1","<0.02","3.5","<1","1.7","3","0.17","170","53","3.9","<2","30.9","<10","10000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-07-04","1","3.4","79","0.64","<0.05","<1","<1","15","<1","<50","<0.1","12","19","1.7","1","244","3","<0.01","90","7.2","290000","null","0.3","<0.01","86","<1","32","<1","4","1","0.82","0.049","<0.5","0.076","8","1.1","0.1","14","<1","<0.02","8.2","<1","1.4","4","0.18","190","72","9.4","<2","26.7","11","150000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-08-19","1","3","160","1.1","0.07","<1","<1","14","<1","<50","<0.1","11","41","0.6","<1","325","2","<0.01","100","7.5","230000","null","0.3","<0.01","80","<1","30","<1","3","<1","0.86","0.092","<0.5","0.09","9","0.3","0.1","15","<1","<0.02","4.5","<1","1.6","4","0.19","220","48","6","<2","30.4","<10","64000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-09-05","1","3","60","1.4","0.05","<1","<1","15","<1","70","<0.1","14","130","1.4","<1","655","2","<0.01","119","8.8","77000","null","0.4","<0.01","110","<1","40","<1","3","2","0.76","0.14","<0.5","0.12","7.8","0.7","0.3","17","<1","<0.02","1.1","<1","2","5","0.24","320","44","7.4","<2","31.3","<10","13000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-10-10","1","3.5","<50","2.1","<0.05","<1","<1","22","<1","60","<0.1","17","74","1.8","<1","461","<1","<0.01","70","5.7","77000","null","0.4","<0.01","140","<1","110","<1","4","1","0.85","0.14","<0.5","0.14","7.7","4.9","0.2","15","<1","<0.02","13","<1","2.6","5","0.27","260","54","7","<2","25.7","<10","10000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-11-14","1","3.6","<50","2.4","<0.05","<1","<1","18","<1","60","<0.1","13","110","3.2","<1","617","<1","<0.01","86","7.1","100000","null","0.4","<0.01","120","<1","110","<1","2","1","0.68","0.18","<0.5","0.079","7.8","6.3","0.3","15","<1","<0.02","32","<1","2.8","5","0.32","390","85","14","<2","25.4","<10","19000"
"Deep Bay","Tin Shui Wai Nullah","TSR1","2022-12-12","1","4.5","<50","2.8","0.12","<1","<1","18","<1","70","<0.1","19","58","1.9","<1","409","1","<0.01","58","5.4","78000","null","0.4","<0.01","110","<1","120","<1","4","2","0.53","0.13","<0.5","0.18","7.7","2.4","0.2","5.9","<1","<0.02","4.5","<1","3.4","4","0.32","440","72","7.1","<2","18.7","10","30000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-01-17","1","3.4","<50","2.2","0.07","<1","<1","8","<1","111","<0.1","11","220","2.4","<1","807","1","<0.01","116","10.6","93000","0.034","0.3","<0.01","79","<1","21","<1","<2","1","1","0.12","<0.5","0.014","8","2.1","0.4","14","<1","<0.02","1.4","<1","4.2","3","0.13","630","260","2.6","<2","19.8","<10","83000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-02-21","1","1.3","75","0.24","<0.05","<1","<1","4","<1","<50","<0.1","6","12","1.8","1","66","1","<0.01","104","11","27000","1.19","0.3","<0.01","126","<1","20","<1","<2","<1","0.68","0.014","<0.5","0.006","7.5","0.9","0","11","<1","0.03","14","<1","0.76","3","0.06","140","37","14.5","<2","12.8","11","17000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-04-25","1","2.6","55","1.5","<0.05","<1","<1","7","<1","82","<0.1","39","250","1.2","<1","850","1","<0.01","137","10.1","39000","0.072","0.4","<0.01","96","<1","<10","<1","<2","<1","0.73","0.12","<0.5","0.15","9","3.4","0.4","13","<1","<0.02","2.6","<1","5.3","7","0.48","1500","1100","14.5","<2","31.6","<10","28000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-05-13","1","1.6","66","0.2","<0.05","<1","<1","4","<1","<50","<0.1","7","<10","<0.2","<1","85","<1","<0.01","106","8.7","4700","1.066","0.3","<0.01","52","<1","13","<1","<2","<1","0.57","0.006","<0.5","0.017","7.5","<0.2","0","9.2","<1","<0.02","16","<1","3.2","3","0.04","130","66","17.1","<2","25.2","<10","3400"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-06-23","1","0.8","51","0.24","<0.05","<1","<1","4","<1","<50","<0.1","7","13","1.1","<1","134","<1","<0.01","116","8.5","35000","0.276","0.3","<0.01","94","<1","<10","<1","<2","<1","0.63","0.015","<0.5","0.028","8.2","0.9","0.1","15","<1","<0.02","1.6","<1","0.73","1","0.04","94","48","4","<2","31.6","<10","14000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-07-04","1","1.1","62","0.12","<0.05","<1","<1","6","<1","<50","<0.1","7","16","0.9","<1","125","<1","<0.01","105","8.5","23000","0.464","0.3","<0.01","58","<1","21","<1","<2","<1","0.71","0.008","<0.5","0.005","7.8","0.7","0.1","14","<1","<0.02","1.9","<1","0.87","3","0.05","140","44","7.7","<2","26.1","<10","7200"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-08-19","1","1.1","60","0.64","<0.05","<1","<1","5","<1","<50","<0.1","19","22","1.5","<1","159","<1","<0.01","110","8.4","160000","0.28","0.2","<0.01","70","<1","<10","<1","<2","<1","0.72","0.016","<0.5","0.006","8.3","0.8","0.1","15","<1","<0.02","4.2","<1","16","8","0.07","120","32","6.3","<2","29.5","<10","19000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-09-05","1","1","<50","0.36","<0.05","<1","<1","4","<1","<50","<0.1","6","27","2.1","<1","208","<1","<0.01","113","8.4","53000","0.105","0.3","<0.01","70","<1","10","<1","<2","<1","0.59","0.023","<0.5","0.005","8.4","0.9","0.1","18","<1","<0.02","1.6","<1","0.94","2","0.06","130","16","4.1","<2","31.5","<10","22000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-10-10","1","3.2","50","1.6","<0.05","<1","<1","6","<1","<50","<0.1","25","62","3.3","<1","496","<1","<0.01","115","9","220000","0.088","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.78","0.098","<0.5","0.068","8.5","5","0.2","15","<1","<0.02","15","<1","13","9","0.14","200","56","4.1","<2","27.7","<10","200000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-11-14","1","2.8","<50","1.2","<0.05","<1","<1","6","<1","<50","<0.1","7","110","2.7","<1","500","1","<0.01","135","10.9","27000","0.027","0.3","<0.01","<50","<1","<10","<1","<2","<1","0.62","0.098","<0.5","0.009","9.2","1.6","0.2","16","<1","<0.02","4.2","<1","4.2","3","0.08","300","77","3.3","<2","26","<10","16000"
"Deep Bay","Tin Shui Wai Nullah","TSR2","2022-12-12","1","5.3","<50","1.2","0.06","<1","<1","9","<1","100","<0.1","15","36","2.9","<1","394","1","<0.01","121","11","250000","0.043","0.5","<0.01","<50","<1","<10","<1","2","1","1.1","0.14","<0.5","0.091","8.1","3.4","0.2","7","<1","<0.02","10","<1","4","6","0.22","140","30","4.2","<2","19.9","20","170000"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-01-06","1","0.9","<50","0.032","<0.05","<1","<1","24","<1","<50","<0.1","<2","<10","0.7","<1","99","<1","<0.01","95","8.7","6200","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.76","0.003","<0.5","0.034","7.5","0.3","0.1","18","<1","<0.02","3.6","<1","0.32","<1","0.04","110","29","2.2","<2","20","<10","330"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-02-10","1","5.7","<50","0.012","<0.05","<1","<1","25","<1","<50","<0.1","6","<10","0.5","<1","101","<1","<0.01","96","9.1","2200","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.51","<0.002","<0.5","0.034","7.8","0.6","0.1","5","<1","<0.02","0.6","<1","<0.05","<1","0.05","110","88","1.3","<2","17.7","<10","180"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-04-07","1","0.8","<50","0.016","<0.05","<1","<1","24","<1","<50","<0.1","3","57","0.2","<1","109","<1","<0.01","97","8.5","2800","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.3","0.01","<0.5","0.029","7.8","0.5","0.1","17","<1","<0.02","1","<1","0.5","1","0.05","440","320","1","<2","21.6","<10","650"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-05-05","1","0.5","<50","0.021","<0.05","<1","<1","23","<1","<50","<0.1","7","<10","<0.2","<1","115","<1","<0.01","94","7.9","18000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.64","0.007","<0.5","0.037","7.6","0.6","0.1","16","<1","<0.02","2","<1","0.19","1","0.06","130","50","1.6","<2","24.1","<10","630"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-06-02","1","0.6","<50","0.01","0.05","<1","<1","28","<1","<50","<0.1","7","30","0.3","<1","120","<1","<0.01","93","7.5","17000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.82","0.007","<0.5","0.03","7.8","<0.2","0.1","19","<1","<0.02","0.9","<1","0.1","1","0.09","120","53","1.5","<2","26.1","<10","900"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-07-14","1","1.2","<50","0.012","0.07","<1","<1","27","<1","<50","<0.1","5","10","0.2","<1","123","<1","<0.01","97","7.6","95000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.77","0.006","<0.5","0.018","7.7","0.5","0.1","19","<1","<0.02","3.2","<1","0.15","<1","0.05","110","56","1.8","<2","27.7","<10","670"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-08-04","1","1.3","<50","0.011","<0.05","<1","<1","28","<1","<50","<0.1","11","20","0.6","<1","135","2","<0.01","95","7.6","90000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.98","0.002","<0.5","0.042","7.8","1.1","0.1","16","<1","<0.02","5.1","<1","0.28","3","0.07","210","48","2.6","<2","26.2","<10","10000"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-09-22","1","0.6","<50","0.006","<0.05","<1","<1","26","<1","<50","<0.1","4","17","1.1","<1","113","<1","<0.01","96","7.7","28000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.62","0.004","<0.5","0.05","7.8","<0.2","0.1","20","<1","<0.02","1.4","<1","<0.05","1","0.06","110","70","1.2","<2","26.4","<10","900"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-10-06","1","<0.1","<50","0.017","<0.05","<1","<1","28","<1","<50","<0.1","2","<10","0.2","<1","121","<1","<0.01","95","7.6","26000","null","<0.2","<0.02","<50","<1","<10","<1","<2","<1","0.56","0.01","<0.5","0.039","7.8","<0.2","0.1","18","<1","<0.02","2.1","<1","0.07","<1","0.05","96","30","0.9","<2","26.9","<10","630"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-11-10","1","4.3","<50","0.009","0.17","<1","<1","23","<1","<50","<0.1","6","<10","0.3","<1","101","<1","<0.01","95","8.1","1000000","null","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.47","0.011","<0.5","0.013","7.7","0.4","0.1","20","<1","<0.02","1.8","<1","0.15","1","0.18","100","48","2.2","<2","23.2","<10","800"
"Victoria Harbour","Sam Dip Tam Stream","TW1","2022-12-17","1","0.3","<50","0.02","<0.05","<1","<1","24","<1","<50","<0.1","4","14","0.3","<1","81","1","<0.01","97","9.6","7900","null","<0.2","<0.01","<50","<1","<10","<1","<2","1","0.58","0.01","<0.5","0.026","7.6","0.5","0.1","17","<1","<0.02","1.7","<1","0.18","2","0.05","49","20","1.9","<2","15.7","<10","6300"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-01-06","1","2.4","<50","0.22","<0.05","<1","<1","22","<1","<50","<0.1","4","10","1.9","<1","120","1","<0.01","102","9.2","23000","0.073","<0.2","<0.01","<50","<1","<10","<1","<2","<1","1.1","0.046","<0.5","0.14","7.9","2.5","0.1","18","<1","<0.02","3.1","<1","0.67","2","0.17","120","32","1.5","<2","20.7","<10","5700"
"Victoria Harbour","Sam Dip Tam Stream","TW2","2022-02-10","1","3.6","<50","0.19","<0.05","<1","<1","23","<1","<50","<0.1","9","11","1.1","<1","133","<1","<0.01","102","9.8","1600","0.008","<0.2","<0.01","<50","<1","<10","<1","<2","<1","0.99","0.052","<0.5","0.11","8","2","0.1","4.8","<1","<0.02","1.4","<1","0.31","2","0.17","130","82","1.4","<2","17.5","<10","980"
